rid,date,eid,cid,rate
1604,2022-04-07 19:00:00,5,LTC,113.995
1605,2022-04-07 19:00:00,1,LUNA,103.29
1606,2022-04-07 19:00:00,2,LUNA,103.34
1607,2022-04-07 19:00:00,3,LUNA,103.2796
1608,2022-04-07 19:00:00,4,LUNA,103.32
1609,2022-04-07 19:00:00,5,LUNA,103.28
1610,2022-04-07 19:00:00,1,ADA,1.092
1611,2022-04-07 19:00:00,2,ADA,1.093
1612,2022-04-07 19:00:00,3,ADA,1.091755
1613,2022-04-07 19:00:00,4,ADA,1.092398
1614,2022-04-07 19:00:00,5,ADA,1.091465
1615,2022-04-07 19:00:00,1,DOT,20.41
1616,2022-04-07 19:00:00,2,DOT,20.43
1617,2022-04-07 19:00:00,3,DOT,20.4036
1618,2022-04-07 19:00:00,4,DOT,20.4183
1619,2022-04-07 19:00:00,5,DOT,20.427
1620,2022-04-07 20:00:00,1,BTC,43436.98
1621,2022-04-07 20:00:00,2,BTC,43429.23
1622,2022-04-07 20:00:00,3,BTC,43433.3
1623,2022-04-07 20:00:00,4,BTC,43448.7
1624,2022-04-07 20:00:00,5,BTC,43432.0
1625,2022-04-07 20:00:00,1,ETH,3227.03
1626,2022-04-07 20:00:00,2,ETH,3227.0
1627,2022-04-07 20:00:00,3,ETH,3226.8
1628,2022-04-07 20:00:00,4,ETH,3229.0
1629,2022-04-07 20:00:00,5,ETH,3226.6
1630,2022-04-07 20:00:00,1,LTC,114.0
1631,2022-04-07 20:00:00,2,LTC,114.11
1632,2022-04-07 20:00:00,3,LTC,114.08
1633,2022-04-07 20:00:00,4,LTC,114.11
1634,2022-04-07 20:00:00,5,LTC,114.09
1635,2022-04-07 20:00:00,1,LUNA,103.5
1636,2022-04-07 20:00:00,2,LUNA,103.35
1637,2022-04-07 20:00:00,3,LUNA,103.4795
1638,2022-04-07 20:00:00,4,LUNA,103.59
1639,2022-04-07 20:00:00,5,LUNA,103.49
1640,2022-04-07 20:00:00,1,ADA,1.089
1641,2022-04-07 20:00:00,2,ADA,1.0891
1642,2022-04-07 20:00:00,3,ADA,1.088209
1643,2022-04-07 20:00:00,4,ADA,1.089906
1644,2022-04-07 20:00:00,5,ADA,1.0888
1645,2022-04-07 20:00:00,1,DOT,20.39
1646,2022-04-07 20:00:00,2,DOT,20.39
1647,2022-04-07 20:00:00,3,DOT,20.3984
1648,2022-04-07 20:00:00,4,DOT,20.4139
1649,2022-04-07 20:00:00,5,DOT,20.44
1650,2022-04-07 21:00:00,1,BTC,43321.2
1651,2022-04-07 21:00:00,2,BTC,43371.5
1652,2022-04-07 21:00:00,3,BTC,43322.53
1653,2022-04-07 21:00:00,4,BTC,43354.5
1654,2022-04-07 21:00:00,5,BTC,43322.0
1655,2022-04-07 21:00:00,1,ETH,3217.66
1656,2022-04-07 21:00:00,2,ETH,3221.39
1657,2022-04-07 21:00:00,3,ETH,3217.63
1658,2022-04-07 21:00:00,4,ETH,3218.59
1659,2022-04-07 21:00:00,5,ETH,3217.4
1660,2022-04-07 21:00:00,1,LTC,113.5
1661,2022-04-07 21:00:00,2,LTC,113.64
1662,2022-04-07 21:00:00,3,LTC,113.5
1663,2022-04-07 21:00:00,4,LTC,113.6
1664,2022-04-07 21:00:00,5,LTC,113.545
1665,2022-04-07 21:00:00,1,LUNA,104.1
1666,2022-04-07 21:00:00,2,LUNA,104.26
1667,2022-04-07 21:00:00,3,LUNA,104.1503
1668,2022-04-07 21:00:00,4,LUNA,104.26
1669,2022-04-07 21:00:00,5,LUNA,104.07
1670,2022-04-07 21:00:00,1,ADA,1.082
1671,2022-04-07 21:00:00,2,ADA,1.0837
1672,2022-04-07 21:00:00,3,ADA,1.081781
1673,2022-04-07 21:00:00,4,ADA,1.083
1674,2022-04-07 21:00:00,5,ADA,1.08144
1675,2022-04-07 21:00:00,1,DOT,20.29
1676,2022-04-07 21:00:00,2,DOT,20.31
1677,2022-04-07 21:00:00,3,DOT,20.2876
1678,2022-04-07 21:00:00,4,DOT,20.3142
1679,2022-04-07 21:00:00,5,DOT,20.301
1680,2022-04-07 22:00:00,1,BTC,43617.1
1681,2022-04-07 22:00:00,2,BTC,43623.18
1682,2022-04-07 22:00:00,3,BTC,43617.4
1683,2022-04-07 22:00:00,4,BTC,43626.6
1684,2022-04-07 22:00:00,5,BTC,43624.0
1685,2022-04-07 22:00:00,1,ETH,3248.69
1686,2022-04-07 22:00:00,2,ETH,3249.22
1687,2022-04-07 22:00:00,3,ETH,3248.28
1688,2022-04-07 22:00:00,4,ETH,3249.07
1689,2022-04-07 22:00:00,5,ETH,3249.4
1690,2022-04-07 22:00:00,1,LTC,114.3
1691,2022-04-07 22:00:00,2,LTC,114.31
1692,2022-04-07 22:00:00,3,LTC,114.25
1693,2022-04-07 22:00:00,4,LTC,114.24
1694,2022-04-07 22:00:00,5,LTC,114.275
1695,2022-04-07 22:00:00,1,LUNA,105.16
1696,2022-04-07 22:00:00,2,LUNA,105.17
1697,2022-04-07 22:00:00,3,LUNA,105.1478
1698,2022-04-07 22:00:00,4,LUNA,105.26
1699,2022-04-07 22:00:00,5,LUNA,105.14
1700,2022-04-07 22:00:00,1,ADA,1.09
1701,2022-04-07 22:00:00,2,ADA,1.0901
1702,2022-04-07 22:00:00,3,ADA,1.089686
1703,2022-04-07 22:00:00,4,ADA,1.09
1704,2022-04-07 22:00:00,5,ADA,1.0896
1705,2022-04-07 22:00:00,1,DOT,20.49
1706,2022-04-07 22:00:00,2,DOT,20.51
1707,2022-04-07 22:00:00,3,DOT,20.4832
1708,2022-04-07 22:00:00,4,DOT,20.498
1709,2022-04-07 22:00:00,5,DOT,20.504
1710,2022-04-07 23:00:00,1,BTC,43612.5
1711,2022-04-07 23:00:00,2,BTC,43614.81
1712,2022-04-07 23:00:00,3,BTC,43598.89
1713,2022-04-07 23:00:00,4,BTC,43613.8
1714,2022-04-07 23:00:00,5,BTC,43618.0
1715,2022-04-07 23:00:00,1,ETH,3259.78
1716,2022-04-07 23:00:00,2,ETH,3261.28
1717,2022-04-07 23:00:00,3,ETH,3259.49
1718,2022-04-07 23:00:00,4,ETH,3262.26
1719,2022-04-07 23:00:00,5,ETH,3260.7
1720,2022-04-07 23:00:00,1,LTC,114.4
1721,2022-04-07 23:00:00,2,LTC,114.42
1722,2022-04-07 23:00:00,3,LTC,114.42
1723,2022-04-07 23:00:00,4,LTC,114.41
1724,2022-04-07 23:00:00,5,LTC,114.41
1725,2022-04-07 23:00:00,1,LUNA,105.47
1726,2022-04-07 23:00:00,2,LUNA,105.4
1727,2022-04-07 23:00:00,3,LUNA,105.4856
1728,2022-04-07 23:00:00,4,LUNA,105.42
1729,2022-04-07 23:00:00,5,LUNA,105.47
1730,2022-04-07 23:00:00,1,ADA,1.091
1731,2022-04-07 23:00:00,2,ADA,1.0912
1732,2022-04-07 23:00:00,3,ADA,1.091307
1733,2022-04-07 23:00:00,4,ADA,1.093
1734,2022-04-07 23:00:00,5,ADA,1.09084
1735,2022-04-07 23:00:00,1,DOT,20.49
1736,2022-04-07 23:00:00,2,DOT,20.5
1737,2022-04-07 23:00:00,3,DOT,20.4922
1738,2022-04-07 23:00:00,4,DOT,20.493
1739,2022-04-07 23:00:00,5,DOT,20.512
1740,2022-04-08 00:00:00,1,BTC,43611.65
1741,2022-04-08 00:00:00,2,BTC,43635.74
1742,2022-04-08 00:00:00,3,BTC,43612.14
1743,2022-04-08 00:00:00,4,BTC,43634.9
1744,2022-04-08 00:00:00,5,BTC,43611.0
1745,2022-04-08 00:00:00,1,ETH,3268.6
1746,2022-04-08 00:00:00,2,ETH,3269.97
1747,2022-04-08 00:00:00,3,ETH,3268.91
1748,2022-04-08 00:00:00,4,ETH,3269.31
1749,2022-04-08 00:00:00,5,ETH,3268.8
1750,2022-04-08 00:00:00,1,LTC,114.5
1751,2022-04-08 00:00:00,2,LTC,114.53
1752,2022-04-08 00:00:00,3,LTC,114.41
1753,2022-04-08 00:00:00,4,LTC,114.38
1754,2022-04-08 00:00:00,5,LTC,114.46
1755,2022-04-08 00:00:00,1,LUNA,106.21
1756,2022-04-08 00:00:00,2,LUNA,106.17
1757,2022-04-08 00:00:00,3,LUNA,106.2468
1758,2022-04-08 00:00:00,4,LUNA,106.19
1759,2022-04-08 00:00:00,5,LUNA,106.31
1760,2022-04-08 00:00:00,1,ADA,1.092
1761,2022-04-08 00:00:00,2,ADA,1.093
1762,2022-04-08 00:00:00,3,ADA,1.092407
1763,2022-04-08 00:00:00,4,ADA,1.091913
1764,2022-04-08 00:00:00,5,ADA,1.09192
1765,2022-04-08 00:00:00,1,DOT,20.48
1766,2022-04-08 00:00:00,2,DOT,20.5
1767,2022-04-08 00:00:00,3,DOT,20.4909
1768,2022-04-08 00:00:00,4,DOT,20.505
1769,2022-04-08 00:00:00,5,DOT,20.493
1770,2022-04-08 01:00:00,1,BTC,43543.41
1771,2022-04-08 01:00:00,2,BTC,43542.75
1772,2022-04-08 01:00:00,3,BTC,43540.04
1773,2022-04-08 01:00:00,4,BTC,43553.0
1774,2022-04-08 01:00:00,5,BTC,43538.0
1775,2022-04-08 01:00:00,1,ETH,3259.14
1776,2022-04-08 01:00:00,2,ETH,3257.91
1777,2022-04-08 01:00:00,3,ETH,3259.0
1778,2022-04-08 01:00:00,4,ETH,3257.15
1779,2022-04-08 01:00:00,5,ETH,3259.0
1780,2022-04-08 01:00:00,1,LTC,114.2
1781,2022-04-08 01:00:00,2,LTC,114.26
1782,2022-04-08 01:00:00,3,LTC,114.25
1783,2022-04-08 01:00:00,4,LTC,114.26
1784,2022-04-08 01:00:00,5,LTC,114.245
1785,2022-04-08 01:00:00,1,LUNA,105.93
1786,2022-04-08 01:00:00,2,LUNA,105.75
1787,2022-04-08 01:00:00,3,LUNA,105.9411
1788,2022-04-08 01:00:00,4,LUNA,105.7
1789,2022-04-08 01:00:00,5,LUNA,105.89
1790,2022-04-08 01:00:00,1,ADA,1.091
1791,2022-04-08 01:00:00,2,ADA,1.0901
1792,2022-04-08 01:00:00,3,ADA,1.090713
1793,2022-04-08 01:00:00,4,ADA,1.091147
1794,2022-04-08 01:00:00,5,ADA,1.090465
1795,2022-04-08 01:00:00,1,DOT,20.48
1796,2022-04-08 01:00:00,2,DOT,20.48
1797,2022-04-08 01:00:00,3,DOT,20.4809
1798,2022-04-08 01:00:00,4,DOT,20.4831
1799,2022-04-08 01:00:00,5,DOT,20.49
1800,2022-04-08 02:00:00,1,BTC,43656.55
1801,2022-04-08 02:00:00,2,BTC,43657.57
1802,2022-04-08 02:00:00,3,BTC,43654.81
1803,2022-04-08 02:00:00,4,BTC,43653.1
1804,2022-04-08 02:00:00,5,BTC,43656.0
1805,2022-04-08 02:00:00,1,ETH,3270.02
1806,2022-04-08 02:00:00,2,ETH,3270.85
1807,2022-04-08 02:00:00,3,ETH,3269.75
1808,2022-04-08 02:00:00,4,ETH,3271.0
1809,2022-04-08 02:00:00,5,ETH,3269.4
1810,2022-04-08 02:00:00,1,LTC,114.3
1811,2022-04-08 02:00:00,2,LTC,114.44
1812,2022-04-08 02:00:00,3,LTC,114.43
1813,2022-04-08 02:00:00,4,LTC,114.44
1814,2022-04-08 02:00:00,5,LTC,114.42
1815,2022-04-08 02:00:00,1,LUNA,105.08
1816,2022-04-08 02:00:00,2,LUNA,105.09
1817,2022-04-08 02:00:00,3,LUNA,105.0768
1818,2022-04-08 02:00:00,4,LUNA,105.09
1819,2022-04-08 02:00:00,5,LUNA,105.07
1820,2022-04-08 02:00:00,1,ADA,1.093
1821,2022-04-08 02:00:00,2,ADA,1.0939
1822,2022-04-08 02:00:00,3,ADA,1.093441
1823,2022-04-08 02:00:00,4,ADA,1.093734
1824,2022-04-08 02:00:00,5,ADA,1.093835
1825,2022-04-08 02:00:00,1,DOT,20.52
1826,2022-04-08 02:00:00,2,DOT,20.52
1827,2022-04-08 02:00:00,3,DOT,20.5175
1828,2022-04-08 02:00:00,4,DOT,20.5195
1829,2022-04-08 02:00:00,5,DOT,20.523
1830,2022-04-08 03:00:00,1,BTC,43555.13
1831,2022-04-08 03:00:00,2,BTC,43576.63
1832,2022-04-08 03:00:00,3,BTC,43558.95
1833,2022-04-08 03:00:00,4,BTC,43581.3
1834,2022-04-08 03:00:00,5,BTC,43567.0
1835,2022-04-08 03:00:00,1,ETH,3262.99
1836,2022-04-08 03:00:00,2,ETH,3265.98
1837,2022-04-08 03:00:00,3,ETH,3263.13
1838,2022-04-08 03:00:00,4,ETH,3266.37
1839,2022-04-08 03:00:00,5,ETH,3263.4
1840,2022-04-08 03:00:00,1,LTC,114.3
1841,2022-04-08 03:00:00,2,LTC,114.45
1842,2022-04-08 03:00:00,3,LTC,114.36
1843,2022-04-08 03:00:00,4,LTC,114.49
1844,2022-04-08 03:00:00,5,LTC,114.395
1845,2022-04-08 03:00:00,1,LUNA,103.77
1846,2022-04-08 03:00:00,2,LUNA,103.91
1847,2022-04-08 03:00:00,3,LUNA,103.7492
1848,2022-04-08 03:00:00,4,LUNA,103.74
1849,2022-04-08 03:00:00,5,LUNA,103.71
1850,2022-04-08 03:00:00,1,ADA,1.09
1851,2022-04-08 03:00:00,2,ADA,1.0904
1852,2022-04-08 03:00:00,3,ADA,1.08952
1853,2022-04-08 03:00:00,4,ADA,1.090566
1854,2022-04-08 03:00:00,5,ADA,1.08919
1855,2022-04-08 03:00:00,1,DOT,20.42
1856,2022-04-08 03:00:00,2,DOT,20.44
1857,2022-04-08 03:00:00,3,DOT,20.4291
1858,2022-04-08 03:00:00,4,DOT,20.4412
1859,2022-04-08 03:00:00,5,DOT,20.438
1860,2022-04-08 04:00:00,1,BTC,43757.89
1861,2022-04-08 04:00:00,2,BTC,43736.51
1862,2022-04-08 04:00:00,3,BTC,43753.23
1863,2022-04-08 04:00:00,4,BTC,43750.0
1864,2022-04-08 04:00:00,5,BTC,43763.0
1865,2022-04-08 04:00:00,1,ETH,3285.92
1866,2022-04-08 04:00:00,2,ETH,3283.36
1867,2022-04-08 04:00:00,3,ETH,3286.15
1868,2022-04-08 04:00:00,4,ETH,3286.7
1869,2022-04-08 04:00:00,5,ETH,3286.8
1870,2022-04-08 04:00:00,1,LTC,115.0
1871,2022-04-08 04:00:00,2,LTC,115.09
1872,2022-04-08 04:00:00,3,LTC,115.03
1873,2022-04-08 04:00:00,4,LTC,115.05
1874,2022-04-08 04:00:00,5,LTC,115.055
1875,2022-04-08 04:00:00,1,LUNA,103.39
1876,2022-04-08 04:00:00,2,LUNA,103.28
1877,2022-04-08 04:00:00,3,LUNA,103.3942
1878,2022-04-08 04:00:00,4,LUNA,103.34
1879,2022-04-08 04:00:00,5,LUNA,103.36
1880,2022-04-08 04:00:00,1,ADA,1.091
1881,2022-04-08 04:00:00,2,ADA,1.0908
1882,2022-04-08 04:00:00,3,ADA,1.091627
1883,2022-04-08 04:00:00,4,ADA,1.09105
1884,2022-04-08 04:00:00,5,ADA,1.091465
1885,2022-04-08 04:00:00,1,DOT,20.45
1886,2022-04-08 04:00:00,2,DOT,20.43
1887,2022-04-08 04:00:00,3,DOT,20.4535
1888,2022-04-08 04:00:00,4,DOT,20.4427
1889,2022-04-08 04:00:00,5,DOT,20.454
1890,2022-04-08 05:00:00,1,BTC,43692.98
1891,2022-04-08 05:00:00,2,BTC,43738.05
1892,2022-04-08 05:00:00,3,BTC,43699.48
1893,2022-04-08 05:00:00,4,BTC,43711.9
1894,2022-04-08 05:00:00,5,BTC,43713.0
1895,2022-04-08 05:00:00,1,ETH,3291.87
1896,2022-04-08 05:00:00,2,ETH,3296.36
1897,2022-04-08 05:00:00,3,ETH,3292.15
1898,2022-04-08 05:00:00,4,ETH,3291.61
1899,2022-04-08 05:00:00,5,ETH,3292.6
1900,2022-04-08 05:00:00,1,LTC,114.4
1901,2022-04-08 05:00:00,2,LTC,114.54
1902,2022-04-08 05:00:00,3,LTC,114.5
1903,2022-04-08 05:00:00,4,LTC,114.44
1904,2022-04-08 05:00:00,5,LTC,114.515
1905,2022-04-08 05:00:00,1,LUNA,102.93
1906,2022-04-08 05:00:00,2,LUNA,102.88
1907,2022-04-08 05:00:00,3,LUNA,102.8714
1908,2022-04-08 05:00:00,4,LUNA,102.92
1909,2022-04-08 05:00:00,5,LUNA,102.96
1910,2022-04-08 05:00:00,1,ADA,1.092
1911,2022-04-08 05:00:00,2,ADA,1.093
1912,2022-04-08 05:00:00,3,ADA,1.092414
1913,2022-04-08 05:00:00,4,ADA,1.092369
1914,2022-04-08 05:00:00,5,ADA,1.092195
1915,2022-04-08 05:00:00,1,DOT,20.39
1916,2022-04-08 05:00:00,2,DOT,20.42
1917,2022-04-08 05:00:00,3,DOT,20.4072
1918,2022-04-08 05:00:00,4,DOT,20.42
1919,2022-04-08 05:00:00,5,DOT,20.393
1920,2022-04-08 06:00:00,1,BTC,43595.74
1921,2022-04-08 06:00:00,2,BTC,43603.29
1922,2022-04-08 06:00:00,3,BTC,43593.31
1923,2022-04-08 06:00:00,4,BTC,43588.0
1924,2022-04-08 06:00:00,5,BTC,43596.0
1925,2022-04-08 06:00:00,1,ETH,3290.5
1926,2022-04-08 06:00:00,2,ETH,3287.17
1927,2022-04-08 06:00:00,3,ETH,3290.72
1928,2022-04-08 06:00:00,4,ETH,3290.33
1929,2022-04-08 06:00:00,5,ETH,3290.9
1930,2022-04-08 06:00:00,1,LTC,113.8
1931,2022-04-08 06:00:00,2,LTC,113.78
1932,2022-04-08 06:00:00,3,LTC,113.78
1933,2022-04-08 06:00:00,4,LTC,113.68
1934,2022-04-08 06:00:00,5,LTC,113.715
1935,2022-04-08 06:00:00,1,LUNA,102.33
1936,2022-04-08 06:00:00,2,LUNA,102.32
1937,2022-04-08 06:00:00,3,LUNA,102.3385
1938,2022-04-08 06:00:00,4,LUNA,102.28
1939,2022-04-08 06:00:00,5,LUNA,102.34
1940,2022-04-08 06:00:00,1,ADA,1.09
1941,2022-04-08 06:00:00,2,ADA,1.0901
1942,2022-04-08 06:00:00,3,ADA,1.090268
1943,2022-04-08 06:00:00,4,ADA,1.090285
1944,2022-04-08 06:00:00,5,ADA,1.090045
1945,2022-04-08 06:00:00,1,DOT,20.27
1946,2022-04-08 06:00:00,2,DOT,20.28
1947,2022-04-08 06:00:00,3,DOT,20.2665
1948,2022-04-08 06:00:00,4,DOT,20.269
1949,2022-04-08 06:00:00,5,DOT,20.264
1950,2022-04-08 07:00:00,1,BTC,43561.36
1951,2022-04-08 07:00:00,2,BTC,43568.03
1952,2022-04-08 07:00:00,3,BTC,43557.06
1953,2022-04-08 07:00:00,4,BTC,43562.7
1954,2022-04-08 07:00:00,5,BTC,43566.0
1955,2022-04-08 07:00:00,1,ETH,3285.87
1956,2022-04-08 07:00:00,2,ETH,3286.76
1957,2022-04-08 07:00:00,3,ETH,3285.84
1958,2022-04-08 07:00:00,4,ETH,3286.39
1959,2022-04-08 07:00:00,5,ETH,3286.6
1960,2022-04-08 07:00:00,1,LTC,113.0
1961,2022-04-08 07:00:00,2,LTC,113.09
1962,2022-04-08 07:00:00,3,LTC,113.09
1963,2022-04-08 07:00:00,4,LTC,113.11
1964,2022-04-08 07:00:00,5,LTC,113.06
1965,2022-04-08 07:00:00,1,LUNA,101.52
1966,2022-04-08 07:00:00,2,LUNA,101.73
1967,2022-04-08 07:00:00,3,LUNA,101.4901
1968,2022-04-08 07:00:00,4,LUNA,101.72
1969,2022-04-08 07:00:00,5,LUNA,101.53
1970,2022-04-08 07:00:00,1,ADA,1.088
1971,2022-04-08 07:00:00,2,ADA,1.0891
1972,2022-04-08 07:00:00,3,ADA,1.088025
1973,2022-04-08 07:00:00,4,ADA,1.088758
1974,2022-04-08 07:00:00,5,ADA,1.08822
1975,2022-04-08 07:00:00,1,DOT,20.2
1976,2022-04-08 07:00:00,2,DOT,20.22
1977,2022-04-08 07:00:00,3,DOT,20.2058
1978,2022-04-08 07:00:00,4,DOT,20.2205
1979,2022-04-08 07:00:00,5,DOT,20.197
1980,2022-04-08 08:00:00,1,BTC,43282.49
1981,2022-04-08 08:00:00,2,BTC,43298.69
1982,2022-04-08 08:00:00,3,BTC,43279.32
1983,2022-04-08 08:00:00,4,BTC,43285.2
1984,2022-04-08 08:00:00,5,BTC,43284.0
1985,2022-04-08 08:00:00,1,ETH,3256.7
1986,2022-04-08 08:00:00,2,ETH,3258.88
1987,2022-04-08 08:00:00,3,ETH,3256.63
1988,2022-04-08 08:00:00,4,ETH,3255.0
1989,2022-04-08 08:00:00,5,ETH,3257.1
1990,2022-04-08 08:00:00,1,LTC,112.1
1991,2022-04-08 08:00:00,2,LTC,112.21
1992,2022-04-08 08:00:00,3,LTC,112.18
1993,2022-04-08 08:00:00,4,LTC,112.19
1994,2022-04-08 08:00:00,5,LTC,112.345
1995,2022-04-08 08:00:00,1,LUNA,99.63
1996,2022-04-08 08:00:00,2,LUNA,99.66
1997,2022-04-08 08:00:00,3,LUNA,99.6704
1998,2022-04-08 08:00:00,4,LUNA,99.57
1999,2022-04-08 08:00:00,5,LUNA,99.61
2000,2022-04-08 08:00:00,1,ADA,1.07
2001,2022-04-08 08:00:00,2,ADA,1.07
2002,2022-04-08 08:00:00,3,ADA,1.069335
2003,2022-04-08 08:00:00,4,ADA,1.069549
2004,2022-04-08 08:00:00,5,ADA,1.069915
2005,2022-04-08 08:00:00,1,DOT,20.07
2006,2022-04-08 08:00:00,2,DOT,20.05
2007,2022-04-08 08:00:00,3,DOT,20.0607
2008,2022-04-08 08:00:00,4,DOT,20.0493
2009,2022-04-08 08:00:00,5,DOT,20.08
2010,2022-04-08 09:00:00,1,BTC,43154.21
2011,2022-04-08 09:00:00,2,BTC,43194.76
2012,2022-04-08 09:00:00,3,BTC,43152.75
2013,2022-04-08 09:00:00,4,BTC,43166.8
2014,2022-04-08 09:00:00,5,BTC,43159.0
2015,2022-04-08 09:00:00,1,ETH,3237.02
2016,2022-04-08 09:00:00,2,ETH,3240.0
2017,2022-04-08 09:00:00,3,ETH,3236.58
2018,2022-04-08 09:00:00,4,ETH,3233.91
2019,2022-04-08 09:00:00,5,ETH,3237.4
2020,2022-04-08 09:00:00,1,LTC,111.5
2021,2022-04-08 09:00:00,2,LTC,111.66
2022,2022-04-08 09:00:00,3,LTC,111.5
2023,2022-04-08 09:00:00,4,LTC,111.46
2024,2022-04-08 09:00:00,5,LTC,111.45
2025,2022-04-08 09:00:00,1,LUNA,98.33
2026,2022-04-08 09:00:00,2,LUNA,98.3
2027,2022-04-08 09:00:00,3,LUNA,98.3169
2028,2022-04-08 09:00:00,4,LUNA,98.35
2029,2022-04-08 09:00:00,5,LUNA,98.27
2030,2022-04-08 09:00:00,1,ADA,1.064
2031,2022-04-08 09:00:00,2,ADA,1.0643
2032,2022-04-08 09:00:00,3,ADA,1.064152
2033,2022-04-08 09:00:00,4,ADA,1.063034
2034,2022-04-08 09:00:00,5,ADA,1.064145
2035,2022-04-08 09:00:00,1,DOT,19.93
2036,2022-04-08 09:00:00,2,DOT,19.92
2037,2022-04-08 09:00:00,3,DOT,19.927
2038,2022-04-08 09:00:00,4,DOT,19.9163
2039,2022-04-08 09:00:00,5,DOT,19.942
2040,2022-04-08 10:00:00,1,BTC,42913.83
2041,2022-04-08 10:00:00,2,BTC,42899.01
2042,2022-04-08 10:00:00,3,BTC,42913.99
2043,2022-04-08 10:00:00,4,BTC,42906.4
2044,2022-04-08 10:00:00,5,BTC,42916.0
2045,2022-04-08 10:00:00,1,ETH,3227.62
2046,2022-04-08 10:00:00,2,ETH,3224.47
2047,2022-04-08 10:00:00,3,ETH,3227.46
2048,2022-04-08 10:00:00,4,ETH,3226.76
2049,2022-04-08 10:00:00,5,ETH,3228.2
2050,2022-04-08 10:00:00,1,LTC,111.6
2051,2022-04-08 10:00:00,2,LTC,111.54
2052,2022-04-08 10:00:00,3,LTC,111.64
2053,2022-04-08 10:00:00,4,LTC,111.6
2054,2022-04-08 10:00:00,5,LTC,111.64
2055,2022-04-08 10:00:00,1,LUNA,98.68
2056,2022-04-08 10:00:00,2,LUNA,98.78
2057,2022-04-08 10:00:00,3,LUNA,98.685
2058,2022-04-08 10:00:00,4,LUNA,98.76
2059,2022-04-08 10:00:00,5,LUNA,98.75
2060,2022-04-08 10:00:00,1,ADA,1.06
2061,2022-04-08 10:00:00,2,ADA,1.0581
2062,2022-04-08 10:00:00,3,ADA,1.061052
2063,2022-04-08 10:00:00,4,ADA,1.060436
2064,2022-04-08 10:00:00,5,ADA,1.061005
2065,2022-04-08 10:00:00,1,DOT,19.83
2066,2022-04-08 10:00:00,2,DOT,19.81
2067,2022-04-08 10:00:00,3,DOT,19.8342
2068,2022-04-08 10:00:00,4,DOT,19.8174
2069,2022-04-08 10:00:00,5,DOT,19.82
2070,2022-04-08 11:00:00,1,BTC,43762.06
2071,2022-04-08 11:00:00,2,BTC,43771.61
2072,2022-04-08 11:00:00,3,BTC,43763.33
2073,2022-04-08 11:00:00,4,BTC,43770.6
2074,2022-04-08 11:00:00,5,BTC,43777.0
2075,2022-04-08 11:00:00,1,ETH,3292.58
2076,2022-04-08 11:00:00,2,ETH,3293.02
2077,2022-04-08 11:00:00,3,ETH,3292.34
2078,2022-04-08 11:00:00,4,ETH,3291.71
2079,2022-04-08 11:00:00,5,ETH,3293.2
2080,2022-04-08 11:00:00,1,LTC,114.0
2081,2022-04-08 11:00:00,2,LTC,114.15
2082,2022-04-08 11:00:00,3,LTC,114.02
2083,2022-04-08 11:00:00,4,LTC,114.16
2084,2022-04-08 11:00:00,5,LTC,114.045
2085,2022-04-08 11:00:00,1,LUNA,100.44
2086,2022-04-08 11:00:00,2,LUNA,100.47
2087,2022-04-08 11:00:00,3,LUNA,100.4651
2088,2022-04-08 11:00:00,4,LUNA,100.29
2089,2022-04-08 11:00:00,5,LUNA,100.47
2090,2022-04-08 11:00:00,1,ADA,1.081
2091,2022-04-08 11:00:00,2,ADA,1.081
2092,2022-04-08 11:00:00,3,ADA,1.080373
2093,2022-04-08 11:00:00,4,ADA,1.080325
2094,2022-04-08 11:00:00,5,ADA,1.080905
2095,2022-04-08 11:00:00,1,DOT,20.25
2096,2022-04-08 11:00:00,2,DOT,20.26
2097,2022-04-08 11:00:00,3,DOT,20.2548
2098,2022-04-08 11:00:00,4,DOT,20.2672
2099,2022-04-08 11:00:00,5,DOT,20.266
2100,2022-04-08 12:00:00,1,BTC,43645.81
2101,2022-04-08 12:00:00,2,BTC,43670.98
2102,2022-04-08 12:00:00,3,BTC,43655.55
2103,2022-04-08 12:00:00,4,BTC,43660.0
2104,2022-04-08 12:00:00,5,BTC,43660.0
2105,2022-04-08 12:00:00,1,ETH,3282.11
2106,2022-04-08 12:00:00,2,ETH,3282.64
2107,2022-04-08 12:00:00,3,ETH,3282.73
2108,2022-04-08 12:00:00,4,ETH,3281.84
2109,2022-04-08 12:00:00,5,ETH,3283.1
2110,2022-04-08 12:00:00,1,LTC,113.5
2111,2022-04-08 12:00:00,2,LTC,113.47
2112,2022-04-08 12:00:00,3,LTC,113.48
2113,2022-04-08 12:00:00,4,LTC,113.45
2114,2022-04-08 12:00:00,5,LTC,113.42
2115,2022-04-08 12:00:00,1,LUNA,100.18
2116,2022-04-08 12:00:00,2,LUNA,100.27
2117,2022-04-08 12:00:00,3,LUNA,100.2004
2118,2022-04-08 12:00:00,4,LUNA,100.27
2119,2022-04-08 12:00:00,5,LUNA,100.24
2120,2022-04-08 12:00:00,1,ADA,1.074
2121,2022-04-08 12:00:00,2,ADA,1.0741
2122,2022-04-08 12:00:00,3,ADA,1.073739
2123,2022-04-08 12:00:00,4,ADA,1.074942
2124,2022-04-08 12:00:00,5,ADA,1.07438
2125,2022-04-08 12:00:00,1,DOT,20.31
2126,2022-04-08 12:00:00,2,DOT,20.32
